Area,Perimeter,MajorAxisLength,MinorAxisLength,roundnes,Class
138059,1459.686,540.6778226417067,334.1664759113832,0.8142461279584371,BOMBAY
138114,1368.7309999999998,483.71736484674835,364.51902251917824,0.9264273336746671,BOMBAY
138244,1395.6989999999998,510.6812514630476,346.64539184650937,0.8918105808296853,BOMBAY
138265,1396.139,512.8063506602302,345.1812988833499,0.8913839379203796,BOMBAY
138659,1415.4389999999999,509.82752074251476,347.5854183385508,0.8697123005325534,BOMBAY
138777,1403.006,502.61346399732065,353.81141168706904,0.8859481433452536,BOMBAY
138976,1404.3769999999997,509.41007676631807,351.6482863705992,0.8854871337287343,BOMBAY
139523,1410.901,501.72152896971613,354.9685707483852,0.8807701492914963,BOMBAY
139639,1379.1829999999998,473.78059792446135,376.55024111310007,0.9225136551891111,BOMBAY
139686,1402.2930000000001,508.6819485108108,350.9469320143291,0.8926582292246344,BOMBAY
139841,1430.241,524.8024562900072,341.3400849100567,0.8590648267224755,BOMBAY
140313,1432.029,517.4259023055909,347.25430444360313,0.8598132795859827,BOMBAY
140867,1414.3359999999998,500.30777555712854,360.1775879144642,0.8849402280201298,BOMBAY
140964,1425.6000000000001,538.2389592390726,334.91057884588076,0.8716110058147717,BOMBAY
141385,1429.427,525.900923981084,344.3551184304276,0.8695393454470731,BOMBAY
141519,1442.904,523.100668094997,347.09579257032027,0.8541806724276235,BOMBAY
141850,1432.847,524.9234706596247,346.91092007813637,0.8682395535744248,BOMBAY
141953,1402.0499999999997,524.2311633301414,346.3974997887093,0.9074598849389858,BOMBAY
142154,1378.1129999999998,501.72937442842505,361.66975262330084,0.94058768780021,BOMBAY
142238,1425.3619999999999,516.4426266783904,351.4148645306869,0.8797821542168259,BOMBAY
142399,1430.2749999999999,524.5884123459219,347.2617724446897,0.874737425779617,BOMBAY
142592,1408.745,519.7756355353764,351.2923849138061,0.9029012395390229,BOMBAY
143603,1405.2069999999999,516.0199143520155,356.29380306876277,0.9138875643394095,BOMBAY
144058,1463.258,536.887519610584,343.96283911771536,0.8454840726034955,BOMBAY
144079,1462.012,534.5994627253992,346.3307358481321,0.8470492749093415,BOMBAY
45504,793.417,295.4698305520384,196.3118224893667,0.9083567245276849,CALI
45666,789.77,274.863357260753,211.88513916338147,0.9200291145425582,CALI
48373,825.1479999999999,313.5704169933912,197.89870021516236,0.8927897255048844,CALI
49245,822.642,301.3927909840374,208.34644372586885,0.914429542770173,CALI
49882,891.505,357.18900363774367,179.83469135101458,0.788689675309237,CALI
50954,865.7629999999999,330.1554739607484,198.46152528567475,0.854260063775932,CALI
51643,855.523,307.9956111565151,213.62472630489034,0.886661696869877,CALI
52448,882.4739999999999,336.9594210522996,199.00511267777327,0.8463206902439118,CALI
53609,893.4559999999999,354.7254336862836,193.35432504701393,0.8439199057367944,CALI
54076,893.9889999999999,342.74242466900824,203.25951298050154,0.850256720278341,CALI
54137,905.4159999999999,356.39267181380865,195.43736558881363,0.8298655191173416,CALI
54343,867.5899999999999,303.8479559922264,228.01623265283624,0.9072446142078159,CALI
54680,899.793,353.57763831114374,198.3140946159258,0.8486979428157958,CALI
55501,898.191,345.5231590494661,207.02969939133348,0.8645164751855658,CALI
55544,924.1899999999999,357.6967018772121,198.22572114612973,0.8171927147136002,CALI
55549,914.595,348.48619559351226,205.18910034591056,0.8345040784439606,CALI
55608,918.716,348.45015575572774,205.40623249387204,0.8279127667369051,CALI
55722,897.5840000000001,318.9323359320018,225.0086389240291,0.8691332306015099,CALI
55938,909.933,347.2764793761129,205.53038419387607,0.8489809930651395,CALI
55972,897.386,342.4919163011904,208.79557617072572,0.8734179432992722,CALI
56270,920.4809999999999,374.09942003649957,194.09234575781633,0.8345591483422765,CALI
56376,921.455,350.69229282901745,205.398729729478,0.8343645823777067,CALI
56627,922.8760000000001,356.1840293860488,203.04569679010652,0.8355004998527804,CALI
56675,898.4639999999999,344.94419084340467,210.22505072556183,0.8822669936095665,CALI
56679,911.1329999999998,355.94583660097516,204.89144935545713,0.857962864134953,CALI
56834,910.081,341.57032462384853,212.39130137017415,0.8622992171094768,CALI
57017,903.559,349.81190418672963,210.80113190164238,0.8776092551697438,CALI
57017,903.261,355.33393723361917,205.45765017446706,0.8781884248650288,CALI
57391,921.48,362.56860775187346,203.70164233670184,0.8493404909125978,CALI
57549,929.955,362.9373998149163,204.5544340768189,0.8362262145063615,CALI
57617,901.703,344.4109266834132,213.7818121181716,0.8904990829201165,CALI
57786,916.524,331.8750114341203,224.93443638756847,0.8644598229368883,CALI
57853,930.73,358.6434909233029,207.2421815213042,0.8392441510129123,CALI
57862,951.333,372.4370305001379,201.99252125466944,0.8034117539781075,CALI
57907,915.319,360.6609552803601,206.69591919806842,0.8685523007606449,CALI
58094,922.3699999999999,350.1062379209321,212.85566948121647,0.85808597985173,CALI
58102,907.665,334.8035816134982,223.8662564927367,0.886236775629253,CALI
58252,950.381,363.1910347827471,208.03482097625013,0.8104481107975468,CALI
58634,930.4269999999999,351.837467142445,214.94190604348015,0.8511278028598305,CALI
58740,942.6899999999999,370.65745029829304,204.0034151721106,0.8306269272200234,CALI
58822,942.558,368.1750379676817,206.61877306303586,0.832019458144714,CALI
58877,964.9189999999999,376.85033838529444,202.26887884457855,0.7946462181440939,CALI
58961,936.527,363.1454559514249,208.2099472328689,0.8447614745579426,CALI
59039,930.334,349.79416725788093,217.0338862580438,0.8571781081626492,CALI
59041,931.502,359.77923083640695,211.3235494976088,0.8550588085693275,CALI
59183,934.8570000000001,353.57734908788746,214.67130180662878,0.8509743529637911,CALI
59208,958.477,371.6911507477525,203.74937083163115,0.8098915421222562,CALI
59338,940.7120000000001,352.1829755131777,215.7836786259939,0.8426154154204957,CALI
59344,944.279,355.4247824728855,214.7311271601881,0.8363460635355964,CALI
59387,930.8129999999999,361.3864656974266,210.66425691038944,0.8613434801362206,CALI
31519,676.641,255.07356214472412,157.8027399554127,0.865098731000994,SIRA
31751,671.914,244.102718983492,168.52249113548174,0.8837712953992015,SIRA
32857,668.106,233.8049677434743,179.50091904470636,0.925011277935379,SIRA
33180,670.4879999999999,240.96950050439983,175.6450401951203,0.9274793023955978,SIRA
33206,680.4229999999999,260.0898266204468,163.10271955282377,0.9012981024646556,SIRA
33318,688.874,257.46489859880046,165.03685698134495,0.8822856195736185,SIRA
33462,689.9369999999999,265.4699790952273,161.0284950863519,0.8833704898592263,SIRA
33493,683.487,252.77237613463817,169.43503989323713,0.9009556148009668,SIRA
33540,697.714,257.48914332091493,166.55929194693954,0.8658009289789373,SIRA
33587,672.5749999999999,240.37704521788206,178.6807735755456,0.9330386574018021,SIRA
33605,687.194,259.05473780676743,165.83715071142558,0.894241963516719,SIRA
33634,670.5299999999999,242.67496566991971,176.8391368517676,0.9400521722654455,SIRA
33680,683.09,256.2032550126246,167.93349377401958,0.9070392732440553,SIRA
33739,686.903,255.80434414241836,168.59263824125773,0.898568611774655,SIRA
33885,680.0219999999999,245.42539992220358,176.31607983134234,0.9208129695022486,SIRA
34031,691.801,265.571583378211,163.6202103503538,0.893556882233344,SIRA
34099,670.159,237.77220531252794,183.22493086326125,0.9541041791532976,SIRA
34112,693.8,258.13990439899857,168.69662584377485,0.8905297981209598,SIRA
34146,789.379,247.66086682927713,176.13797297760848,0.6886183046733472,SIRA
34189,687.252,249.0621246954887,174.9936597470478,0.9096288739110405,SIRA
34238,698.847,255.8292238241057,170.86709850866964,0.8809556419209371,SIRA
34242,682.082,247.61937688515698,177.08464763495104,0.924902193602769,SIRA
34459,698.401,254.09931378427837,173.05990934981824,0.8877748324008902,SIRA
34593,697.5219999999999,259.7300931846858,170.16276640032814,0.8934747240982055,SIRA
34645,702.351,259.16234213153035,171.45866505866545,0.8825554872290535,SIRA
34663,691.502,252.52516057586496,175.3797060794673,0.9109386522232863,SIRA
34668,704.917,268.27453347154943,166.9007759039362,0.8767235720104369,SIRA
34717,700.168,262.51620288240014,168.811052595626,0.8899129713692605,SIRA
34783,724.442,252.19448905463588,175.88853515756136,0.8328555018207997,SIRA
34825,704.926,264.5936480183313,168.28556084632896,0.8806714774598045,SIRA
34862,702.7179999999998,264.01849172119273,168.73778126061154,0.8871560252329491,SIRA
34892,710.337,273.7491085436295,163.0004469246815,0.8689741438224775,SIRA
34894,707.258,264.3841713405695,168.96004306901642,0.8766068975860014,SIRA
34942,701.8719999999998,250.9163363655854,178.0581442745157,0.8913367004009309,SIRA
34990,700.7479999999999,257.01807299313725,174.02150420013044,0.8954267671245649,SIRA
35077,707.6519999999999,261.08521709452873,172.99252057237783,0.8802232382257168,SIRA
35129,703.253,268.4473909380101,167.17026734995972,0.8925909190674842,SIRA
35135,692.108,253.09967494565296,176.90964287269446,0.9217265204275746,SIRA
35152,711.8899999999999,265.1925196716274,169.68851306525744,0.8716339122767061,SIRA
35215,711.318,269.11783075619496,167.0956931374566,0.8746009793402353,SIRA
35249,706.381,272.65987181680845,165.28357267851632,0.8877254000784628,SIRA
35291,723.178,276.2396962687614,163.16130774920467,0.8479757191770101,SIRA
35380,697.3820000000001,255.5805925140798,176.77531238015385,0.9141684425934535,SIRA
35444,716.279,268.08055337204644,169.82399717232195,0.8681367769585979,SIRA
35468,711.8670000000001,273.14295864979744,165.9725365904857,0.8795263236997538,SIRA
35476,711.317,266.8508275396291,169.9283492414836,0.8810856618566808,SIRA
35506,713.086,262.10621492643844,173.24782768541107,0.8774609392861984,SIRA
35561,708.141,259.7683482293285,174.8105517269035,0.8911367401280563,SIRA
35570,710.5300000000001,263.2603830805412,173.37873200286847,0.8853783342900117,SIRA
35633,712.676,262.58848161919997,173.493725835094,0.881612997481756,SIRA
